task_id	dataset_id	file_name	target	framework	environment	seed	max_samples	window_size	time_budget_sec	sha256
56	hyperplane_high_gradual_drift	hyperplane_high_gradual_drift.csv	class	OAML	oaml	44	30000	1000	60	ae70dd8554138bad6354c93d4667c60ab53a5cb42dc5b132240a359751f6382e
57	hyperplane_high_gradual_drift	hyperplane_high_gradual_drift.csv	class	EvoAutoML	evo	42	30000	1000	60	ae70dd8554138bad6354c93d4667c60ab53a5cb42dc5b132240a359751f6382e
58	hyperplane_high_gradual_drift	hyperplane_high_gradual_drift.csv	class	EvoAutoML	evo	43	30000	1000	60	ae70dd8554138bad6354c93d4667c60ab53a5cb42dc5b132240a359751f6382e
59	hyperplane_high_gradual_drift	hyperplane_high_gradual_drift.csv	class	EvoAutoML	evo	44	30000	1000	60	ae70dd8554138bad6354c93d4667c60ab53a5cb42dc5b132240a359751f6382e
60	insects	insects.csv	class	AutoStreamML	main	42	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
61	insects	insects.csv	class	AutoStreamML	main	43	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
62	insects	insects.csv	class	AutoStreamML	main	44	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
63	insects	insects.csv	class	AutoClass	main	42	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
64	insects	insects.csv	class	AutoClass	main	43	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
65	insects	insects.csv	class	AutoClass	main	44	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
66	insects	insects.csv	class	ChaCha	main	42	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
67	insects	insects.csv	class	ChaCha	main	43	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
68	insects	insects.csv	class	ChaCha	main	44	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
69	insects	insects.csv	class	OAML	oaml	42	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
70	insects	insects.csv	class	OAML	oaml	43	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
71	insects	insects.csv	class	OAML	oaml	44	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
72	insects	insects.csv	class	EvoAutoML	evo	42	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
73	insects	insects.csv	class	EvoAutoML	evo	43	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
74	insects	insects.csv	class	EvoAutoML	evo	44	30000	1000	60	cf11f6cf52c118d6aecebe5c206471230c1d262f1144d0c3d91f9ef529218ae1
75	movingRBF	movingRBF.csv	class	AutoStreamML	main	42	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
76	movingRBF	movingRBF.csv	class	AutoStreamML	main	43	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
77	movingRBF	movingRBF.csv	class	AutoStreamML	main	44	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
78	movingRBF	movingRBF.csv	class	AutoClass	main	42	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
79	movingRBF	movingRBF.csv	class	AutoClass	main	43	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
80	movingRBF	movingRBF.csv	class	AutoClass	main	44	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
81	movingRBF	movingRBF.csv	class	ChaCha	main	42	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
82	movingRBF	movingRBF.csv	class	ChaCha	main	43	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
83	movingRBF	movingRBF.csv	class	ChaCha	main	44	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
84	movingRBF	movingRBF.csv	class	OAML	oaml	42	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
85	movingRBF	movingRBF.csv	class	OAML	oaml	43	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
86	movingRBF	movingRBF.csv	class	OAML	oaml	44	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
87	movingRBF	movingRBF.csv	class	EvoAutoML	evo	42	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
88	movingRBF	movingRBF.csv	class	EvoAutoML	evo	43	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
89	movingRBF	movingRBF.csv	class	EvoAutoML	evo	44	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
90	moving_squares	moving_squares.csv	class	AutoStreamML	main	42	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
91	moving_squares	moving_squares.csv	class	AutoStreamML	main	43	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
92	moving_squares	moving_squares.csv	class	AutoStreamML	main	44	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
93	moving_squares	moving_squares.csv	class	AutoClass	main	42	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
94	moving_squares	moving_squares.csv	class	AutoClass	main	43	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
95	moving_squares	moving_squares.csv	class	AutoClass	main	44	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
96	moving_squares	moving_squares.csv	class	ChaCha	main	42	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
97	moving_squares	moving_squares.csv	class	ChaCha	main	43	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
98	moving_squares	moving_squares.csv	class	ChaCha	main	44	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
99	moving_squares	moving_squares.csv	class	OAML	oaml	42	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
100	moving_squares	moving_squares.csv	class	OAML	oaml	43	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
101	moving_squares	moving_squares.csv	class	OAML	oaml	44	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
102	moving_squares	moving_squares.csv	class	EvoAutoML	evo	42	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
103	moving_squares	moving_squares.csv	class	EvoAutoML	evo	43	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
104	moving_squares	moving_squares.csv	class	EvoAutoML	evo	44	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
105	new_airlines	new_airlines.csv	class	AutoStreamML	main	42	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
106	new_airlines	new_airlines.csv	class	AutoStreamML	main	43	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
107	new_airlines	new_airlines.csv	class	AutoStreamML	main	44	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
108	new_airlines	new_airlines.csv	class	AutoClass	main	42	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
109	new_airlines	new_airlines.csv	class	AutoClass	main	43	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
110	new_airlines	new_airlines.csv	class	AutoClass	main	44	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
111	new_airlines	new_airlines.csv	class	ChaCha	main	42	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
112	new_airlines	new_airlines.csv	class	ChaCha	main	43	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
113	new_airlines	new_airlines.csv	class	ChaCha	main	44	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
114	new_airlines	new_airlines.csv	class	OAML	oaml	42	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
115	new_airlines	new_airlines.csv	class	OAML	oaml	43	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
116	new_airlines	new_airlines.csv	class	OAML	oaml	44	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
117	new_airlines	new_airlines.csv	class	EvoAutoML	evo	42	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
118	new_airlines	new_airlines.csv	class	EvoAutoML	evo	43	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
119	new_airlines	new_airlines.csv	class	EvoAutoML	evo	44	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
120	rialto	rialto.csv	class	AutoStreamML	main	42	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
121	rialto	rialto.csv	class	AutoStreamML	main	43	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
122	rialto	rialto.csv	class	AutoStreamML	main	44	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
123	rialto	rialto.csv	class	AutoClass	main	42	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
124	rialto	rialto.csv	class	AutoClass	main	43	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
125	rialto	rialto.csv	class	AutoClass	main	44	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
126	rialto	rialto.csv	class	ChaCha	main	42	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
127	rialto	rialto.csv	class	ChaCha	main	43	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
128	rialto	rialto.csv	class	ChaCha	main	44	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
129	rialto	rialto.csv	class	OAML	oaml	42	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
130	rialto	rialto.csv	class	OAML	oaml	43	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
131	rialto	rialto.csv	class	OAML	oaml	44	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
132	rialto	rialto.csv	class	EvoAutoML	evo	42	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
133	rialto	rialto.csv	class	EvoAutoML	evo	43	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
134	rialto	rialto.csv	class	EvoAutoML	evo	44	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
135	river_SEA	river_SEA.csv	class	AutoStreamML	main	42	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
136	river_SEA	river_SEA.csv	class	AutoStreamML	main	43	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
137	river_SEA	river_SEA.csv	class	AutoStreamML	main	44	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
138	river_SEA	river_SEA.csv	class	AutoClass	main	42	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
139	river_SEA	river_SEA.csv	class	AutoClass	main	43	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
140	river_SEA	river_SEA.csv	class	AutoClass	main	44	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
141	river_SEA	river_SEA.csv	class	ChaCha	main	42	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
142	river_SEA	river_SEA.csv	class	ChaCha	main	43	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
143	river_SEA	river_SEA.csv	class	ChaCha	main	44	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
144	river_SEA	river_SEA.csv	class	OAML	oaml	42	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
145	river_SEA	river_SEA.csv	class	OAML	oaml	43	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
146	river_SEA	river_SEA.csv	class	OAML	oaml	44	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
147	river_SEA	river_SEA.csv	class	EvoAutoML	evo	42	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
148	river_SEA	river_SEA.csv	class	EvoAutoML	evo	43	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
149	river_SEA	river_SEA.csv	class	EvoAutoML	evo	44	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
150	river_SEA_2	river_SEA_2.csv	class	AutoStreamML	main	42	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
151	river_SEA_2	river_SEA_2.csv	class	AutoStreamML	main	43	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
152	river_SEA_2	river_SEA_2.csv	class	AutoStreamML	main	44	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
153	river_SEA_2	river_SEA_2.csv	class	AutoClass	main	42	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
154	river_SEA_2	river_SEA_2.csv	class	AutoClass	main	43	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
155	river_SEA_2	river_SEA_2.csv	class	AutoClass	main	44	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
156	river_SEA_2	river_SEA_2.csv	class	ChaCha	main	42	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
157	river_SEA_2	river_SEA_2.csv	class	ChaCha	main	43	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
158	river_SEA_2	river_SEA_2.csv	class	ChaCha	main	44	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
159	river_SEA_2	river_SEA_2.csv	class	OAML	oaml	42	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
160	river_SEA_2	river_SEA_2.csv	class	OAML	oaml	43	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
161	river_SEA_2	river_SEA_2.csv	class	OAML	oaml	44	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
162	river_SEA_2	river_SEA_2.csv	class	EvoAutoML	evo	42	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
163	river_SEA_2	river_SEA_2.csv	class	EvoAutoML	evo	43	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
164	river_SEA_2	river_SEA_2.csv	class	EvoAutoML	evo	44	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
165	river_SINE	river_SINE.csv	class	AutoStreamML	main	42	30000	1000	60	eb49e73b33cf878ab399d33ffebd8dae8837c396d1dc53f504b5a4a1a0112831
166	river_SINE	river_SINE.csv	class	AutoStreamML	main	43	30000	1000	60	eb49e73b33cf878ab399d33ffebd8dae8837c396d1dc53f504b5a4a1a0112831
167	river_SINE	river_SINE.csv	class	AutoStreamML	main	44	30000	1000	60	eb49e73b33cf878ab399d33ffebd8dae8837c396d1dc53f504b5a4a1a0112831
168	river_SINE	river_SINE.csv	class	AutoClass	main	42	30000	1000	60	eb49e73b33cf878ab399d33ffebd8dae8837c396d1dc53f504b5a4a1a0112831
169	river_SINE	river_SINE.csv	class	AutoClass	main	43	30000	1000	60	eb49e73b33cf878ab399d33ffebd8dae8837c396d1dc53f504b5a4a1a0112831
170	river_SINE	river_SINE.csv	class	AutoClass	main	44	30000	1000	60	eb49e73b33cf878ab399d33ffebd8dae8837c396d1dc53f504b5a4a1a0112831
171	river_SINE	river_SINE.csv	class	ChaCha	main	42	30000	1000	60	eb49e73b33cf878ab399d33ffebd8dae8837c396d1dc53f504b5a4a1a0112831
