task_id	dataset_id	file_name	target	framework	environment	seed	max_samples	window_size	time_budget_sec	sha256
16	movingRBF	movingRBF.csv	class	ChaCha	main	43	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
17	movingRBF	movingRBF.csv	class	ChaCha	main	44	30000	1000	60	8264a5094978ff2b34765b0e6da277ff26f5c6b133a8730d415b1bd359797f8e
18	moving_squares	moving_squares.csv	class	ChaCha	main	42	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
19	moving_squares	moving_squares.csv	class	ChaCha	main	43	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
20	moving_squares	moving_squares.csv	class	ChaCha	main	44	30000	1000	60	f24cc07a74f9577d15d986deb77dcb05a040003db433ac08859d9267a8f7a190
21	new_airlines	new_airlines.csv	class	ChaCha	main	42	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
22	new_airlines	new_airlines.csv	class	ChaCha	main	43	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
23	new_airlines	new_airlines.csv	class	ChaCha	main	44	30000	1000	60	6dd69e03db211df9762922d2b82d43c6ea370635b226715b5dfb4254bbaa443c
24	rialto	rialto.csv	class	ChaCha	main	42	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
25	rialto	rialto.csv	class	ChaCha	main	43	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
26	rialto	rialto.csv	class	ChaCha	main	44	30000	1000	60	410f0b4881b90b19cf072826aa30eeb8df640035f661504a70efc6c77d9c189c
27	river_SEA	river_SEA.csv	class	ChaCha	main	42	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
28	river_SEA	river_SEA.csv	class	ChaCha	main	43	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
29	river_SEA	river_SEA.csv	class	ChaCha	main	44	30000	1000	60	ed5a67b0e6ffa399024eba55911ed8b2c873118affa68d2e36a80e02d6ffdf6d
30	river_SEA_2	river_SEA_2.csv	class	ChaCha	main	42	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
31	river_SEA_2	river_SEA_2.csv	class	ChaCha	main	43	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
32	river_SEA_2	river_SEA_2.csv	class	ChaCha	main	44	30000	1000	60	55c4b0eb2d842a6abac82156648be74283a15aceac8312637bd1b3329ba203e4
33	river_SINE	river_SINE.csv	class	ChaCha	main	42	30000	1000	60	eb49e73b33cf878ab399d33ffebd8dae8837c396d1dc53f504b5a4a1a0112831
34	river_SINE	river_SINE.csv	class	ChaCha	main	43	30000	1000	60	eb49e73b33cf878ab399d33ffebd8dae8837c396d1dc53f504b5a4a1a0112831
35	river_SINE	river_SINE.csv	class	ChaCha	main	44	30000	1000	60	eb49e73b33cf878ab399d33ffebd8dae8837c396d1dc53f504b5a4a1a0112831
36	river_STAGGER	river_STAGGER.csv	class	ChaCha	main	42	30000	1000	60	ed72aad21ea5ef2f4565c996a7bb8afb4fcc8dad1b1714a0a465fcce2b47b447
37	river_STAGGER	river_STAGGER.csv	class	ChaCha	main	43	30000	1000	60	ed72aad21ea5ef2f4565c996a7bb8afb4fcc8dad1b1714a0a465fcce2b47b447
38	river_STAGGER	river_STAGGER.csv	class	ChaCha	main	44	30000	1000	60	ed72aad21ea5ef2f4565c996a7bb8afb4fcc8dad1b1714a0a465fcce2b47b447
39	river_Waveform	river_Waveform.csv	class	ChaCha	main	42	30000	1000	60	c82b880a97a8d014f223602d663e26f2b50bccde31c1b81e1b1de38295d680a5
40	river_Waveform	river_Waveform.csv	class	ChaCha	main	43	30000	1000	60	c82b880a97a8d014f223602d663e26f2b50bccde31c1b81e1b1de38295d680a5
41	river_Waveform	river_Waveform.csv	class	ChaCha	main	44	30000	1000	60	c82b880a97a8d014f223602d663e26f2b50bccde31c1b81e1b1de38295d680a5
42	river_Waveform_2	river_Waveform_2.csv	class	ChaCha	main	42	30000	1000	60	f9e2738d49d53290f542c8400841a0909f9cd203e4b9da65a52de7dbd9c7d69d
43	river_Waveform_2	river_Waveform_2.csv	class	ChaCha	main	43	30000	1000	60	f9e2738d49d53290f542c8400841a0909f9cd203e4b9da65a52de7dbd9c7d69d
44	river_Waveform_2	river_Waveform_2.csv	class	ChaCha	main	44	30000	1000	60	f9e2738d49d53290f542c8400841a0909f9cd203e4b9da65a52de7dbd9c7d69d
45	river_aggrawal	river_aggrawal.csv	class	ChaCha	main	42	30000	1000	60	06d976207ad88f5361ab14de12bba8c15d12ea54d740d5df45f51c5b5811c30f
46	river_aggrawal	river_aggrawal.csv	class	ChaCha	main	43	30000	1000	60	06d976207ad88f5361ab14de12bba8c15d12ea54d740d5df45f51c5b5811c30f
47	river_aggrawal	river_aggrawal.csv	class	ChaCha	main	44	30000	1000	60	06d976207ad88f5361ab14de12bba8c15d12ea54d740d5df45f51c5b5811c30f
48	river_anomalysine	river_anomalysine.csv	class	ChaCha	main	42	30000	1000	60	a21c3b34aa759d8abb75a660b514cd517ca0806b4a0ba544016c534772d7464e
49	river_anomalysine	river_anomalysine.csv	class	ChaCha	main	43	30000	1000	60	a21c3b34aa759d8abb75a660b514cd517ca0806b4a0ba544016c534772d7464e
50	river_anomalysine	river_anomalysine.csv	class	ChaCha	main	44	30000	1000	60	a21c3b34aa759d8abb75a660b514cd517ca0806b4a0ba544016c534772d7464e
51	river_hyperlane	river_hyperlane.csv	class	ChaCha	main	42	30000	1000	60	e349eabb483ecc805c54846af4faa73e37a76baee8ab0ed3d2dc9d7d5d2dde9a
52	river_hyperlane	river_hyperlane.csv	class	ChaCha	main	43	30000	1000	60	e349eabb483ecc805c54846af4faa73e37a76baee8ab0ed3d2dc9d7d5d2dde9a
53	river_hyperlane	river_hyperlane.csv	class	ChaCha	main	44	30000	1000	60	e349eabb483ecc805c54846af4faa73e37a76baee8ab0ed3d2dc9d7d5d2dde9a
54	river_hyperlane_2	river_hyperlane_2.csv	class	ChaCha	main	42	30000	1000	60	242327977cc4ace68fa20307d33c9e7c0da9ee2565a1df13c40fc0040e3801ba
55	river_hyperlane_2	river_hyperlane_2.csv	class	ChaCha	main	43	30000	1000	60	242327977cc4ace68fa20307d33c9e7c0da9ee2565a1df13c40fc0040e3801ba
56	river_hyperlane_2	river_hyperlane_2.csv	class	ChaCha	main	44	30000	1000	60	242327977cc4ace68fa20307d33c9e7c0da9ee2565a1df13c40fc0040e3801ba
57	river_led	river_led.csv	class	ChaCha	main	42	30000	1000	60	010268bcddacf8d76127eb7e4ef80b5002993f6c43f68eecd0d8f516c2993d7c
58	river_led	river_led.csv	class	ChaCha	main	43	30000	1000	60	010268bcddacf8d76127eb7e4ef80b5002993f6c43f68eecd0d8f516c2993d7c
59	river_led	river_led.csv	class	ChaCha	main	44	30000	1000	60	010268bcddacf8d76127eb7e4ef80b5002993f6c43f68eecd0d8f516c2993d7c
60	river_led_default_drift	river_led_default_drift.csv	class	ChaCha	main	42	30000	1000	60	f5dbabf50eff6595814d137fced4668e40bf2a8f6e630e9051a2d07beb39739e
61	river_led_default_drift	river_led_default_drift.csv	class	ChaCha	main	43	30000	1000	60	f5dbabf50eff6595814d137fced4668e40bf2a8f6e630e9051a2d07beb39739e
62	river_led_default_drift	river_led_default_drift.csv	class	ChaCha	main	44	30000	1000	60	f5dbabf50eff6595814d137fced4668e40bf2a8f6e630e9051a2d07beb39739e
63	river_mixed	river_mixed.csv	class	ChaCha	main	42	30000	1000	60	a579f7e1d16efae75e496d08d4804645975ed669063ab0a1aac9506ac76b7349
64	river_mixed	river_mixed.csv	class	ChaCha	main	43	30000	1000	60	a579f7e1d16efae75e496d08d4804645975ed669063ab0a1aac9506ac76b7349
65	river_mixed	river_mixed.csv	class	ChaCha	main	44	30000	1000	60	a579f7e1d16efae75e496d08d4804645975ed669063ab0a1aac9506ac76b7349
66	river_randomRBF	river_randomRBF.csv	class	ChaCha	main	42	30000	1000	60	f64656711f834d164d0366ea847b8bbc757e89027141e0ee528f3000cd8bb50f
67	river_randomRBF	river_randomRBF.csv	class	ChaCha	main	43	30000	1000	60	f64656711f834d164d0366ea847b8bbc757e89027141e0ee528f3000cd8bb50f
68	river_randomRBF	river_randomRBF.csv	class	ChaCha	main	44	30000	1000	60	f64656711f834d164d0366ea847b8bbc757e89027141e0ee528f3000cd8bb50f
69	river_randomRBF_2	river_randomRBF_2.csv	class	ChaCha	main	42	30000	1000	60	c8cd77d8883ded5dd903024c5743129d3ade9a22c8ec998841cf9b84a8c4f46c
70	river_randomRBF_2	river_randomRBF_2.csv	class	ChaCha	main	43	30000	1000	60	c8cd77d8883ded5dd903024c5743129d3ade9a22c8ec998841cf9b84a8c4f46c
71	river_randomRBF_2	river_randomRBF_2.csv	class	ChaCha	main	44	30000	1000	60	c8cd77d8883ded5dd903024c5743129d3ade9a22c8ec998841cf9b84a8c4f46c
72	river_randomRBF_drift	river_randomRBF_drift.csv	class	ChaCha	main	42	30000	1000	60	90132441dd65b579e128d86c4ffe767a2dba26bf39a8ccd24a1dbe97dc106e67
73	river_randomRBF_drift	river_randomRBF_drift.csv	class	ChaCha	main	43	30000	1000	60	90132441dd65b579e128d86c4ffe767a2dba26bf39a8ccd24a1dbe97dc106e67
74	river_randomRBF_drift	river_randomRBF_drift.csv	class	ChaCha	main	44	30000	1000	60	90132441dd65b579e128d86c4ffe767a2dba26bf39a8ccd24a1dbe97dc106e67
75	river_randomTree	river_randomTree.csv	class	ChaCha	main	42	30000	1000	60	3cf8efdc37f13a10b17b72c85f8bc6f286e34d5a3032cbdfbae96fcfc9ae8fec
76	river_randomTree	river_randomTree.csv	class	ChaCha	main	43	30000	1000	60	3cf8efdc37f13a10b17b72c85f8bc6f286e34d5a3032cbdfbae96fcfc9ae8fec
77	river_randomTree	river_randomTree.csv	class	ChaCha	main	44	30000	1000	60	3cf8efdc37f13a10b17b72c85f8bc6f286e34d5a3032cbdfbae96fcfc9ae8fec
78	river_randomTree_2	river_randomTree_2.csv	class	ChaCha	main	42	30000	1000	60	1291c106ee4136c2741818a583758642069d0020ba31374ed6440840bc6b06e3
79	river_randomTree_2	river_randomTree_2.csv	class	ChaCha	main	43	30000	1000	60	1291c106ee4136c2741818a583758642069d0020ba31374ed6440840bc6b06e3
80	river_randomTree_2	river_randomTree_2.csv	class	ChaCha	main	44	30000	1000	60	1291c106ee4136c2741818a583758642069d0020ba31374ed6440840bc6b06e3
81	sea_high_abrupt_drift	sea_high_abrupt_drift.csv	class	ChaCha	main	42	30000	1000	60	a8f83a46dba9cef9be6c1e2a2a3b465adbc29607a4ea1f9ef79c52fe421600ea
82	sea_high_abrupt_drift	sea_high_abrupt_drift.csv	class	ChaCha	main	43	30000	1000	60	a8f83a46dba9cef9be6c1e2a2a3b465adbc29607a4ea1f9ef79c52fe421600ea
83	sea_high_abrupt_drift	sea_high_abrupt_drift.csv	class	ChaCha	main	44	30000	1000	60	a8f83a46dba9cef9be6c1e2a2a3b465adbc29607a4ea1f9ef79c52fe421600ea
84	sea_high_mixed_drift	sea_high_mixed_drift.csv	class	ChaCha	main	42	30000	1000	60	c42251245fa1126efd1f3b2537395ad6682b5ba7d13bdc9160fe9f56c905db69
85	sea_high_mixed_drift	sea_high_mixed_drift.csv	class	ChaCha	main	43	30000	1000	60	c42251245fa1126efd1f3b2537395ad6682b5ba7d13bdc9160fe9f56c905db69
86	sea_high_mixed_drift	sea_high_mixed_drift.csv	class	ChaCha	main	44	30000	1000	60	c42251245fa1126efd1f3b2537395ad6682b5ba7d13bdc9160fe9f56c905db69
87	shuttle	shuttle.csv	class	ChaCha	main	42	30000	1000	60	0d42450dda192d77af3813cccaef1e910a6ad17e49d827e772e7c59a1054a496
88	shuttle	shuttle.csv	class	ChaCha	main	43	30000	1000	60	0d42450dda192d77af3813cccaef1e910a6ad17e49d827e772e7c59a1054a496
89	shuttle	shuttle.csv	class	ChaCha	main	44	30000	1000	60	0d42450dda192d77af3813cccaef1e910a6ad17e49d827e772e7c59a1054a496
90	skmul_SEA	skmul_SEA.csv	class	ChaCha	main	42	30000	1000	60	21effe73a937eda8c433eb57c941cdbded9d6a2dcabe2549b30076309392bb89
91	skmul_SEA	skmul_SEA.csv	class	ChaCha	main	43	30000	1000	60	21effe73a937eda8c433eb57c941cdbded9d6a2dcabe2549b30076309392bb89
92	skmul_SEA	skmul_SEA.csv	class	ChaCha	main	44	30000	1000	60	21effe73a937eda8c433eb57c941cdbded9d6a2dcabe2549b30076309392bb89
93	skmul_SEA_2	skmul_SEA_2.csv	class	ChaCha	main	42	30000	1000	60	643c28508872aa791c220c96b0c64d6b4f6b4c609ac41d1128aa7d6829cfea4e
94	skmul_SEA_2	skmul_SEA_2.csv	class	ChaCha	main	43	30000	1000	60	643c28508872aa791c220c96b0c64d6b4f6b4c609ac41d1128aa7d6829cfea4e
95	skmul_SEA_2	skmul_SEA_2.csv	class	ChaCha	main	44	30000	1000	60	643c28508872aa791c220c96b0c64d6b4f6b4c609ac41d1128aa7d6829cfea4e
96	skmul_STAGGER	skmul_STAGGER.csv	class	ChaCha	main	42	30000	1000	60	c4ebfddcd20c5d46625b571e82527aa761bd9e35d02bd3869b08b7ea04bc1b96
97	skmul_STAGGER	skmul_STAGGER.csv	class	ChaCha	main	43	30000	1000	60	c4ebfddcd20c5d46625b571e82527aa761bd9e35d02bd3869b08b7ea04bc1b96
98	skmul_STAGGER	skmul_STAGGER.csv	class	ChaCha	main	44	30000	1000	60	c4ebfddcd20c5d46625b571e82527aa761bd9e35d02bd3869b08b7ea04bc1b96
99	skmul_STAGGER_2	skmul_STAGGER_2.csv	class	ChaCha	main	42	30000	1000	60	7d4be4fa73e455018892c8faaa0e154e13099c32f81bb5b31241ee9753835cfd
100	skmul_STAGGER_2	skmul_STAGGER_2.csv	class	ChaCha	main	43	30000	1000	60	7d4be4fa73e455018892c8faaa0e154e13099c32f81bb5b31241ee9753835cfd
101	skmul_STAGGER_2	skmul_STAGGER_2.csv	class	ChaCha	main	44	30000	1000	60	7d4be4fa73e455018892c8faaa0e154e13099c32f81bb5b31241ee9753835cfd
102	skmul_Sine	skmul_Sine.csv	class	ChaCha	main	42	30000	1000	60	599fcba9ac9b04b4e8180fd0c241ba6f09799463f498984432052240e2996b04
103	skmul_Sine	skmul_Sine.csv	class	ChaCha	main	43	30000	1000	60	599fcba9ac9b04b4e8180fd0c241ba6f09799463f498984432052240e2996b04
104	skmul_Sine	skmul_Sine.csv	class	ChaCha	main	44	30000	1000	60	599fcba9ac9b04b4e8180fd0c241ba6f09799463f498984432052240e2996b04
105	skmul_Waveform	skmul_Waveform.csv	class	ChaCha	main	42	30000	1000	60	223cd8de33b7ace86eff32e6edfe10bc88b387ed298147c9606e220a02c6ddd6
106	skmul_Waveform	skmul_Waveform.csv	class	ChaCha	main	43	30000	1000	60	223cd8de33b7ace86eff32e6edfe10bc88b387ed298147c9606e220a02c6ddd6
107	skmul_Waveform	skmul_Waveform.csv	class	ChaCha	main	44	30000	1000	60	223cd8de33b7ace86eff32e6edfe10bc88b387ed298147c9606e220a02c6ddd6
108	skmul_aggrawal	skmul_aggrawal.csv	class	ChaCha	main	42	30000	1000	60	7802a9ab96a97521866513338c5abda155963c2e73ae60cd93df094127bce54f
109	skmul_aggrawal	skmul_aggrawal.csv	class	ChaCha	main	43	30000	1000	60	7802a9ab96a97521866513338c5abda155963c2e73ae60cd93df094127bce54f
110	skmul_aggrawal	skmul_aggrawal.csv	class	ChaCha	main	44	30000	1000	60	7802a9ab96a97521866513338c5abda155963c2e73ae60cd93df094127bce54f
111	skmul_anomalysine	skmul_anomalysine.csv	class	ChaCha	main	42	30000	1000	60	05576e9c49b94d305d711b6fe6e95cc0d1593c042408ee3a56dcc9594080bddd
112	skmul_anomalysine	skmul_anomalysine.csv	class	ChaCha	main	43	30000	1000	60	05576e9c49b94d305d711b6fe6e95cc0d1593c042408ee3a56dcc9594080bddd
113	skmul_anomalysine	skmul_anomalysine.csv	class	ChaCha	main	44	30000	1000	60	05576e9c49b94d305d711b6fe6e95cc0d1593c042408ee3a56dcc9594080bddd
114	skmul_anomalysine_2	skmul_anomalysine_2.csv	class	ChaCha	main	42	30000	1000	60	167f485c3c7a061c6ecc003e3bf3b713bc7e896d4ff0151c2ced0ab93eeb910d
115	skmul_anomalysine_2	skmul_anomalysine_2.csv	class	ChaCha	main	43	30000	1000	60	167f485c3c7a061c6ecc003e3bf3b713bc7e896d4ff0151c2ced0ab93eeb910d
116	skmul_anomalysine_2	skmul_anomalysine_2.csv	class	ChaCha	main	44	30000	1000	60	167f485c3c7a061c6ecc003e3bf3b713bc7e896d4ff0151c2ced0ab93eeb910d
117	skmul_hyperlane	skmul_hyperlane.csv	class	ChaCha	main	42	30000	1000	60	3356ce2fb20d26f366a85777eafe5897e35c98cf6c8997549d029772ed3fd86c
118	skmul_hyperlane	skmul_hyperlane.csv	class	ChaCha	main	43	30000	1000	60	3356ce2fb20d26f366a85777eafe5897e35c98cf6c8997549d029772ed3fd86c
119	skmul_hyperlane	skmul_hyperlane.csv	class	ChaCha	main	44	30000	1000	60	3356ce2fb20d26f366a85777eafe5897e35c98cf6c8997549d029772ed3fd86c
120	skmul_ledgenerator	skmul_ledgenerator.csv	class	ChaCha	main	42	30000	1000	60	20b4062ab5ddf2d59e87bce96b60d13c6c6d3fe3848e2411233b43fabcbf5ece
121	skmul_ledgenerator	skmul_ledgenerator.csv	class	ChaCha	main	43	30000	1000	60	20b4062ab5ddf2d59e87bce96b60d13c6c6d3fe3848e2411233b43fabcbf5ece
122	skmul_ledgenerator	skmul_ledgenerator.csv	class	ChaCha	main	44	30000	1000	60	20b4062ab5ddf2d59e87bce96b60d13c6c6d3fe3848e2411233b43fabcbf5ece
123	skmul_ledgenerator_default_drift	skmul_ledgenerator_default_drift.csv	class	ChaCha	main	42	30000	1000	60	196f40a22f93da35adcc88ab09b58a40f5b349f3ecc4dc5225f46836b2f2e662
124	skmul_ledgenerator_default_drift	skmul_ledgenerator_default_drift.csv	class	ChaCha	main	43	30000	1000	60	196f40a22f93da35adcc88ab09b58a40f5b349f3ecc4dc5225f46836b2f2e662
125	skmul_ledgenerator_default_drift	skmul_ledgenerator_default_drift.csv	class	ChaCha	main	44	30000	1000	60	196f40a22f93da35adcc88ab09b58a40f5b349f3ecc4dc5225f46836b2f2e662
126	skmul_randomRBF_default_drift	skmul_randomRBF_default_drift.csv	class	ChaCha	main	42	30000	1000	60	ca527a431b03b15760a7236ffed6ae7d03d96ccb04f96e515abab8b0d2604133
127	skmul_randomRBF_default_drift	skmul_randomRBF_default_drift.csv	class	ChaCha	main	43	30000	1000	60	ca527a431b03b15760a7236ffed6ae7d03d96ccb04f96e515abab8b0d2604133
128	skmul_randomRBF_default_drift	skmul_randomRBF_default_drift.csv	class	ChaCha	main	44	30000	1000	60	ca527a431b03b15760a7236ffed6ae7d03d96ccb04f96e515abab8b0d2604133
129	skmul_randomRBF_gradual	skmul_randomRBF_gradual.csv	class	ChaCha	main	42	30000	1000	60	0ff4591e0fe9dc896b3a8a333171dc57998cfe4e85a1d1eaa5b6490996094765
130	skmul_randomRBF_gradual	skmul_randomRBF_gradual.csv	class	ChaCha	main	43	30000	1000	60	0ff4591e0fe9dc896b3a8a333171dc57998cfe4e85a1d1eaa5b6490996094765
131	skmul_randomRBF_gradual	skmul_randomRBF_gradual.csv	class	ChaCha	main	44	30000	1000	60	0ff4591e0fe9dc896b3a8a333171dc57998cfe4e85a1d1eaa5b6490996094765
132	skmul_randomTree	skmul_randomTree.csv	class	ChaCha	main	42	30000	1000	60	040e4558b990327e35b1d639141bf24f6d630f0060edb6caa11953aa58897034
133	skmul_randomTree	skmul_randomTree.csv	class	ChaCha	main	43	30000	1000	60	040e4558b990327e35b1d639141bf24f6d630f0060edb6caa11953aa58897034
134	skmul_randomTree	skmul_randomTree.csv	class	ChaCha	main	44	30000	1000	60	040e4558b990327e35b1d639141bf24f6d630f0060edb6caa11953aa58897034
135	skmul_randomTree_2	skmul_randomTree_2.csv	class	ChaCha	main	42	30000	1000	60	ef137202d889671bee629e792655a133105710f5505c9f746c61e55e65df602a
136	skmul_randomTree_2	skmul_randomTree_2.csv	class	ChaCha	main	43	30000	1000	60	ef137202d889671bee629e792655a133105710f5505c9f746c61e55e65df602a
137	skmul_randomTree_2	skmul_randomTree_2.csv	class	ChaCha	main	44	30000	1000	60	ef137202d889671bee629e792655a133105710f5505c9f746c61e55e65df602a
138	synth_RandomRBFDrift	synth_RandomRBFDrift.csv	class	ChaCha	main	42	30000	1000	60	77fdbbc0fe30f87319bf541710a8d7f81a359cff76e19ee531e7c7cdfde4e59a
139	synth_RandomRBFDrift	synth_RandomRBFDrift.csv	class	ChaCha	main	43	30000	1000	60	77fdbbc0fe30f87319bf541710a8d7f81a359cff76e19ee531e7c7cdfde4e59a
140	synth_RandomRBFDrift	synth_RandomRBFDrift.csv	class	ChaCha	main	44	30000	1000	60	77fdbbc0fe30f87319bf541710a8d7f81a359cff76e19ee531e7c7cdfde4e59a
