x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,class
0.996114,4.59828e-05,0.0,1.14957e-05,1.14957e-05,0.0,0,0,0.0,0.000597777,1.14957e-05,0,0.000413845,0.00200025,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00016094,0.0,0.0,0.000413845,0.000218418,2
0.99809,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000249128,0.0,0,0.000290649,0.000747384,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000124564,0.0,0.0,0.000290649,0.000207607,3
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.991194,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000727749,0.0,0,0.000582199,0.0037843,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000509424,0.0,0.0,0.000654974,0.00254712,6
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.915386,0.00561491,0.0,0.000779849,0.00343133,0.0,0,0,0.0,0.010372,0.000311939,0,0.00428917,0.0254231,0.0,0.0,0.00015597,0.0,0.0,0.0,0,0.0,0.00226156,7.79849e-05,0.0,0.00296343,0.0289324,9
0.989704,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000440472,0.0,0,0.000789179,0.00411107,0.0,0.0,1.8353e-05,0.0,0.0,0.0,0,0.0,0.000458825,0.0,0.0,0.00168848,0.00278966,0
0.999437,0.0,0.0,0.0,0.0,0.0,0,0,0.0,8.04699e-05,0.0,0,4.0235e-05,0.000442585,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.995862,4.59828e-05,0.0,0.0,1.14957e-05,0.0,0,0,0.0,0.000735725,1.14957e-05,0,0.000574785,0.00191978,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000195427,0.0,0.0,0.000448333,0.000195427,2
0.997986,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000373692,0.0,0,0.000290649,0.000747384,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00031141,0.0,0.0,0.000290649,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.991121,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000654974,0.0,0,0.00109162,0.0034932,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000363875,0.0,0.0,0.000800524,0.00247435,6
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.900101,0.00015597,0.0,0.00436715,7.79849e-05,0.0,0,0,0.0,0.0313499,0.00015597,0,0.00850035,0.0199641,0.0,0.0,0.00015597,0.0,0.0,0.0,0,0.0,0.00335335,7.79849e-05,0.0,0.00506902,0.0266708,9
0.988511,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00146824,0.0,0,0.000954356,0.0027346,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00091765,0.0,0.0,0.00269789,0.00271624,0
0.998994,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000523055,0.0,0,0.000120705,0.000362115,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.995057,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00140248,0.0,0,0.00103461,0.00129901,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000425341,0.0,0.0,0.000620768,0.00016094,2
0.997862,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000581299,0.0,0,0.000394453,0.000519017,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000352931,0.0,0.0,0.000290649,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.991194,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000654974,0.0,0,0.00167382,0.00269267,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000363875,0.0,0.0,0.00138272,0.0020377,6
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.891835,0.00132574,0.0,0.000779849,0.00015597,0.0,0,0,0.0,0.0368089,0.000311939,0,0.0120097,0.0202761,0.0,0.0,7.79849e-05,0.0,0.0,0.0,0,0.0,0.00405521,0.0,0.0,0.00795446,0.0244093,9
0.987557,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00196377,0.0,0,0.00170683,0.00179859,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00100942,0.0,0.0,0.00326683,0.00269789,0
0.998189,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00120705,0.0,0,0.00032188,0.00016094,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000120705,0.0,0.0,0.0,0.0,1
0.99247,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00389704,0.0,0,0.00113807,0.00104611,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000517307,0.0,0.0,0.000839187,9.19657e-05,2
0.997841,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000498256,0.0,0,0.000602059,0.000332171,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000332171,0.0,0.0,0.000394453,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.990685,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00138272,0.0,0,0.00109162,0.00342042,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000582199,0.0,0.0,0.00101885,0.00181937,6
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.885284,0.00132574,0.0,0.000779849,0.00015597,0.0,0,0,0.0,0.0427357,0.000935818,0,0.0122436,0.0199641,0.0,0.0,7.79849e-05,0.0,0.0,0.0,0,0.00015597,0.00382126,0.0,0.0,0.00904625,0.0234734,9
0.987263,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00209224,0.0,0,0.00176189,0.00154165,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6706e-05,0.0012113,0.0,0.0,0.00376237,0.00233083,0
0.99666,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00269574,0.0,0,0.000442585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0235e-05,0.00016094,0.0,0.0,0.0,0.0,1
0.991896,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00446033,0.0,0,0.00144846,0.000494315,0.0,0.0,0.0,0.0,0.0,0.0,0,8.04699e-05,0.000655255,0.0,0.0,0.000862178,0.000103461,2
0.997571,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000809666,0.0,0,0.000664341,0.000124564,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000581299,0.0,0.0,0.000249128,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.992868,0.000654974,0.0,0.0,0.00123717,0.0,0,0,0.0,0.00014555,0.0,0,7.27749e-05,0.00392985,7.27749e-05,0.0,7.27749e-05,0.000509424,0.0,0.0,0,0.0,0.0,0.0,0.0,7.27749e-05,0.000363875,6
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.851049,0.0,0.0,0.00015597,0.0,0.0,0,0,0.0,0.0776729,7.79849e-05,0,0.0198861,0.0140373,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000233955,0.00382126,0.0,0.00015597,0.0184824,0.0144272,9
0.987281,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00209224,0.0,0,0.00176189,0.00133977,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6706e-05,0.00126636,0.0,0.0,0.00319342,0.00302825,0
0.995896,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00337974,0.0,0,0.000442585,4.0235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000120705,0.000120705,0.0,0.0,0.0,0.0,1
0.990689,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00548345,0.0,0,0.00158641,0.000275897,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00016094,0.000620768,0.0,0.0,0.00105761,0.000126453,2
0.997363,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00091347,0.0,0,0.000871948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000539777,4.15213e-05,0.0,4.15213e-05,0.000228367,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.992723,0.0011644,0.0,0.0,0.0014555,0.0,0,0,0.0,7.27749e-05,0.0,0,0.0,0.00443927,0.00014555,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.826016,0.000545894,0.0,0.0,0.0,0.0,0,0,0.0,0.0857834,0.000623879,0,0.035951,0.0184824,0.000545894,0.0,0.0,0.0,0.0,0.0,0,7.79849e-05,0.00265149,0.000389924,0.0,0.0123216,0.0166108,9
0.98708,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00203718,0.0,0,0.00179859,0.00119295,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6706e-05,0.00128471,0.0,0.0,0.00323013,0.00334025,0
0.995252,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00382232,0.0,0,0.000603525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00016094,8.04699e-05,0.0,0.0,8.04699e-05,0.0,1
0.990125,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00592029,0.0,0,0.00167837,0.00016094,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00032188,0.00040235,0.0,0.0,0.00127602,0.000114957,2
0.996678,8.30427e-05,0.0,0.0,0.0,0.0,0,0,0.0,0.00143249,0.0,0,0.000975752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000539777,0.0,0.0,0.000290649,0.0,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.991704,0.00254712,0.0,0.0,0.00109162,0.0,0,0,0.0,7.27749e-05,7.27749e-05,0,0.0,0.0034932,0.00101885,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.807377,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.10216,0.00015597,0,0.0375887,0.0193402,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00491305,0.0,0.0,0.00701864,0.0214458,9
0.987098,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00201883,0.0,0,0.00174354,0.001248,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8353e-05,0.00132142,0.0,0.0,0.00315672,0.00339531,0
0.995413,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00362115,0.0,0,0.00064376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00016094,8.04699e-05,0.0,0.0,8.04699e-05,0.0,1
0.990689,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00518456,0.0,0,0.00171286,0.000344871,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000149444,0.000540298,0.0,0.0,0.00104611,0.000333375,2
0.996533,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00143249,0.000103803,0,0.00101727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000539777,0.0,0.0,0.000373692,0.0,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.991121,0.000873299,0.0,7.27749e-05,0.000363875,0.0,0,0,0.0,0.000509424,7.27749e-05,0,0.0,0.00494869,0.000436649,0.0,0.0,0.000654974,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.000946074,6
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.792014,0.00015597,0.0,0.0,0.0,0.0,0,0,0.0,0.112922,0.00015597,0,0.0379006,0.0241753,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0035873,0.0,0.0,0.00616081,0.0229276,9
0.98629,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00255107,0.0,0,0.00144989,0.00187201,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00108283,0.0,0.0,0.00189036,0.00486355,0
0.994488,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00438561,0.0,0,0.000724229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.04699e-05,0.00024141,0.0,0.0,8.04699e-05,0.0,1
0.991505,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00431089,0.0,0,0.00152893,0.000551794,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000103461,0.000505811,0.0,0.0,0.000977135,0.000517307,2
0.996512,0.000103803,0.0,0.0,0.0,0.0,0,0,0.0,0.00105879,0.00031141,0,0.00093423,0.000145325,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000186846,0.000249128,0.0,2.07607e-05,0.000477495,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.988502,0.0002911,0.0,0.0,0.00014555,0.0,0,0,0.0,0.00225602,0.0,0,0.00130995,0.00407539,0.0,0.0,0.0,0.0002911,0.0,0.0,0,0.0,0.00014555,0.0,0.0,0.000582199,0.00240157,6
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.786399,0.0,0.0,0.0,0.000233955,0.0,0,0,0.0,0.106371,0.000467909,0,0.0425018,0.0300242,0.00015597,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00249552,0.000389924,0.0,0.00366529,0.0272947,9
0.979096,0.00629508,0.0,0.0,0.0,0.0,0,0,0.0,0.00249601,0.0,0,0.0015233,0.00247766,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000642355,0.0,0.0,0.00108283,0.00638684,0
0.992194,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00623642,0.0,0,0.00112658,4.0235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000281645,0.0,0.0,0.000120705,0.0,1
0.98916,0.000264401,0.0,0.0,0.0,0.0,0,0,0.0,0.0045408,1.14957e-05,0,0.00270149,0.00111508,0.0,0.0,0.0,0.0,0.0,0.0,0,1.14957e-05,0.000413845,0.0,0.0,0.000919657,0.000862178,2
0.989516,0.00139096,0.0,0.0,0.0012664,0.0,0,0,0.0,0.00128716,0.00132868,0,0.00091347,0.00336323,0.0,0.0,0.0,0.0,0.0,0.0,0,2.07607e-05,0.000373692,0.0,0.0,0.000539777,0.0,3
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.999639,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.000361272,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.979259,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00967906,0.0,0,0.00254712,0.00400262,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000509424,0.0,0.0,0.000654974,0.00334765,6
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7
1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.692116,0.000935818,0.0,0.0,0.0,0.0,0,0,0.0,0.133978,0.00015597,0,0.0681588,0.0680028,0.0,0.0,0.0,0.000233955,0.0,0.0,0,0.0,0.000935818,0.0,0.0,0.00483506,0.0306481,9
0.946428,0.0386514,0.0,0.0,0.0,0.0,0,0,0.0,0.00225742,0.0,0,0.00178024,0.00280801,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000568943,0.0,0.0,0.000972709,0.00653367,0
0.990665,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.00780558,0.0,0,0.00108634,4.0235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.000281645,0.0,0.0,0.000120705,0.0,1
