salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,class
114212.93672038596,0.0,58,2,8,4,497621.7816993337,11,33054.7262730228,0
137015.47484710242,0.0,78,4,12,6,131947.5623325768,9,446774.2830116017,0
39338.97455080823,64584.57830298863,24,0,18,3,291072.53735198884,30,88341.9712519603,0
117422.73983255489,0.0,26,0,2,8,0.0,6,412538.80474990525,0
92732.1357514554,0.0,40,2,8,8,0.0,19,359132.8819694068,0
30786.5553323655,20311.948655869255,67,1,8,5,215410.75052579193,6,84480.61024780251,0
119066.95408563338,0.0,23,3,19,4,365933.28957075387,30,218287.7793101397,0
109251.5152435906,0.0,67,2,19,7,136855.55857907754,24,422001.3237732424,0
88638.66317548332,0.0,39,2,16,2,803378.6498211536,9,249972.6363840296,1
146303.79733335343,0.0,54,4,10,3,534259.71614758,13,383362.22296501225,0
127233.41788007783,0.0,61,3,4,4,357629.9161674272,2,434471.3962505973,0
85858.57043279233,0.0,38,2,13,0,897143.7990224697,5,415131.3926592434,0
21881.55189426619,72079.81157190395,48,4,5,6,212820.0734112904,19,482563.8975097358,0
34045.243624249546,84930.81158159375,22,4,12,5,181883.35809131945,11,325100.2509226149,0
81965.82771563584,0.0,30,1,16,5,322916.24474438373,30,185872.11800134106,1
125052.13548122757,0.0,43,0,5,5,168283.4923992707,8,254962.18115275848,0
82867.2610792157,0.0,50,4,6,4,255797.23014543738,9,392959.39364558854,0
121818.65280356057,0.0,67,2,19,4,381719.4308085262,10,144790.70679502265,1
131810.69541452327,0.0,48,0,16,7,84102.48915539081,19,485352.1948179618,0
34060.514174238764,63826.168515046054,62,3,12,7,107293.6172661369,7,273314.28424748994,0
112214.13647168384,0.0,31,1,17,0,470793.42930435174,26,332627.55632060487,0
60481.274264270134,21050.524918007017,45,2,7,1,359769.7759092955,15,359261.04645811097,0
47538.04721782547,33572.30951706105,20,0,5,4,456238.49424898496,1,22096.96476367784,0
47743.4346286881,33755.602643629085,25,3,8,0,1095609.1998839243,22,47921.290681794846,0
86427.08961912822,0.0,50,3,4,6,201318.81557071512,3,72957.76403661874,0
112226.77172130614,0.0,80,2,20,6,231369.3136719456,9,204901.89900245846,1
106264.17790269753,0.0,21,2,3,7,81507.7920973535,6,112771.94714247885,0
71593.96698743904,61981.180147796855,36,2,17,4,441159.8325418368,13,397340.2388708476,0
111423.97560217037,0.0,64,1,7,1,915134.548695567,21,495433.84412851883,0
141723.46034217323,0.0,51,1,11,3,576761.9904375727,3,217440.0588344705,0
136089.73693688255,0.0,72,4,16,7,136928.93804068214,12,308791.92850303254,0
100181.43379343729,0.0,50,0,8,8,0.0,20,472984.02399459336,0
92184.81951350324,0.0,80,1,14,3,418891.08228536416,5,281662.2882125493,1
54657.48741755981,43339.77274036201,56,1,8,6,267985.615165825,30,157505.48392224018,0
66237.57213318336,33276.36691844344,27,3,15,6,219715.68019776023,16,169009.3373803179,1
113106.22673427872,0.0,75,1,1,0,1155763.7435465117,20,343779.18206330214,0
61457.837733836546,62895.50730066594,76,4,4,2,368395.98590701085,15,137985.69173133402,0
91175.18882205254,0.0,32,1,3,0,668271.5734520681,13,354345.27066713513,0
140222.3259459419,0.0,58,1,16,4,451465.093916357,29,475055.1918860017,0
82075.77264924141,0.0,49,4,8,8,0.0,26,345379.4608183796,0
86812.67134513769,0.0,52,3,15,8,0.0,26,334260.3935293851,0
147835.4654110599,0.0,56,4,17,2,849471.5064598309,24,146696.74473436357,0
91016.38014443782,0.0,45,4,4,7,105431.92117117153,10,79642.29862534345,0
123007.88957718234,0.0,77,2,12,8,0.0,13,303379.8856876315,0
55793.9024953027,78351.49018837475,55,3,15,4,480486.79215636855,7,238486.81728500844,0
28587.39953261462,14728.523620969732,74,2,3,2,536901.860391926,18,61898.82823080101,0
43955.389584552075,46403.23150303111,56,1,7,7,74988.23908547859,13,14802.424311226858,0
65277.686265355456,18948.66037762541,53,3,19,0,866588.7778667351,15,364108.62344556657,0
53107.73009589965,78111.36199509488,26,1,16,6,213526.95293737552,4,345429.6843899111,0
36921.8698412624,36432.20822854905,44,3,11,8,0.0,14,297340.8554145341,0
122052.18500942516,0.0,50,3,5,1,853173.1339346605,8,221940.1828986085,0
55895.12108902649,52049.97690668632,62,1,7,8,0.0,29,166803.82559002316,0
139616.12543065732,0.0,25,1,17,5,318605.2609157422,28,208363.42104377082,0
114163.05146390652,0.0,28,1,13,0,873566.9321255827,29,76989.39077968725,0
28405.172902276132,67599.83965725172,61,1,16,4,549778.9589391829,18,193644.97843420424,0
77235.82314262501,0.0,38,0,13,7,142136.35213438535,14,167308.9544628763,1
114997.28061579139,0.0,39,0,19,1,364504.6792313944,30,310518.1692620409,0
104507.03525159233,0.0,47,0,9,5,162320.12953713466,21,88206.37547678873,0
28450.604609352536,46482.53917968453,23,4,1,0,977824.770746,4,159468.8040663027,0
52478.796737256984,83792.11095807243,74,2,17,8,0.0,3,120610.09547142265,0
133225.45039047475,0.0,61,1,17,3,390425.0603089714,21,460313.7836576178,0
23905.652947302846,11722.24367749757,68,3,11,2,600042.1744643949,8,488642.71140803065,0
141378.01455417127,0.0,76,2,17,6,252561.09465332096,6,429349.8680765551,0
61722.63910384422,78956.42697296194,68,2,6,0,955472.792807515,24,414462.5887867583,1
88619.66539701236,0.0,59,4,10,8,0.0,29,271584.7626355704,0
46936.55478600066,20482.48058000797,22,4,20,2,511943.2804285634,15,361741.90403473255,0
106994.6252842929,0.0,42,2,5,5,287182.2225558402,20,347142.6637063714,0
118411.99180415896,0.0,76,4,11,1,722022.9885020915,19,380565.0348566899,0
20159.57946262247,31566.239190791235,76,4,4,4,206056.98525978267,19,233442.84181960535,1
72231.1503254307,76884.70111938618,60,4,17,3,674842.9574601556,23,80.91751043637352,0
124739.74005432313,0.0,55,0,11,5,317674.1344938302,21,110271.34498052299,0
68922.27040397614,52338.694969760225,33,3,15,4,362167.5185012178,26,259323.72950871996,1
139684.33978255518,0.0,47,3,4,6,205988.74289202868,14,443440.49629008904,0
84752.57501729132,0.0,44,4,2,8,0.0,26,388948.0928558989,0
45798.31275702744,27544.176370934227,30,3,14,5,222715.03566856866,18,168487.69709707328,0
85120.37941361337,0.0,75,2,8,6,178300.95520078458,9,422446.208006852,0
63320.337369547095,46332.9231494294,34,4,6,5,438450.39271329856,28,365409.0470082518,0
118209.96411177826,0.0,32,0,13,8,0.0,30,441974.14852539066,0
36351.998420069525,29470.528677573166,22,1,16,1,605495.1660119104,4,304940.49085506954,0
86581.15058251463,0.0,37,0,19,2,694615.3553344967,2,320591.357021335,0
65098.426171640094,36332.109084792486,37,1,19,0,1101517.2519814675,21,350313.25057188724,0
118052.66471631904,0.0,20,0,15,7,148924.0060507895,13,113374.74235965661,0
27211.13873101864,54300.8888557805,49,2,10,8,0.0,9,481166.02163571696,0
29019.445626213477,26857.783866903585,32,4,13,0,757513.5725326367,8,154198.1467024358,0
62054.54949289421,30693.015908237085,23,0,1,6,254699.863306468,2,325740.431220822,0
49651.53046765855,17892.043401499905,76,0,16,2,409431.19950812624,15,246880.0874890188,0
112605.6050484281,0.0,63,0,1,8,0.0,2,276186.4920270835,1
65662.47299650431,30306.85490031171,52,2,15,8,0.0,2,35553.87342955951,0
77147.97005280948,0.0,23,0,14,8,0.0,28,203931.75156408793,1
140617.9659655231,0.0,27,1,11,6,237083.6805107269,28,174556.40731384503,0
83555.37197705143,0.0,51,3,17,1,930704.4697909286,11,189984.5202475626,0
74546.55647270856,31512.253100941107,48,0,8,1,534859.1733923337,21,267532.5010567705,0
95110.32988521451,0.0,71,1,2,0,486847.59502152744,30,107753.57307675981,1
84196.01692322521,0.0,38,1,3,4,424346.6135040709,11,151913.8011592685,1
40252.13050080649,56404.51620331511,42,2,10,2,882686.5750663858,25,148809.0195826191,0
114516.9228354778,0.0,27,0,8,6,210154.06283128847,19,72310.9723045825,0
38064.318995423644,83953.58958149316,26,1,9,7,94852.98013848589,28,89618.50748030985,0
95913.14257808319,0.0,63,3,10,6,222703.20485763112,29,476887.23138058034,0
109532.6298756891,0.0,30,4,1,7,60819.22116827266,5,177692.31181338185,0
78707.36767095166,0.0,47,2,4,0,457167.102603376,21,402463.547472472,0
135267.55067607167,0.0,69,3,11,0,734383.9367338255,2,250107.71679614575,1
145145.2629629611,0.0,28,3,5,7,62992.727951757624,16,258662.57678683847,0
139197.16134935452,0.0,37,2,11,4,337404.423998922,7,363424.68546211807,0
70930.02639077042,24032.33302198857,39,2,2,2,582111.1914286494,19,68020.8378328283,0
100432.93630939537,0.0,47,1,7,8,0.0,11,151572.74172355744,0
114290.18084967199,0.0,52,1,19,6,287277.46831168607,25,493863.19448187,0
41029.01028349878,44875.50713828385,59,1,3,0,492235.85800211725,9,277899.5471713898,0
121588.41734570636,0.0,62,0,14,2,599895.1286996682,25,474627.423817073,0
117978.70810964332,0.0,56,2,14,3,263302.13024731795,14,209365.29904960466,0
124552.84825762622,0.0,21,3,8,5,287437.4142193519,3,220594.78215215937,0
141538.24385958194,0.0,22,4,15,8,0.0,7,166189.31604134047,0
109950.80758996424,0.0,28,2,9,2,349732.1472363357,17,160316.23923450455,0
80750.68995183962,0.0,53,4,2,5,430920.8930521402,5,246228.26347506986,0
101692.9015995083,0.0,65,3,6,8,0.0,5,174533.5585145039,1
25541.569790872658,77514.47518276854,41,0,7,7,99217.73920241575,17,80519.15745935861,0
119184.45846998077,0.0,57,4,20,6,199040.78576406854,18,354800.6999330113,0
149583.33277837126,0.0,20,4,20,5,421544.16946033295,12,76062.9814656522,0
103681.95114100863,0.0,74,4,4,6,295025.448059841,4,107233.72563542072,1
108542.88826458399,0.0,28,3,6,4,248247.955960858,11,496165.6891036012,0
140533.00739295717,0.0,74,4,2,7,140932.22106447726,10,286456.1371236687,1
21662.3938562233,81457.64740923086,49,4,6,6,296144.77949075686,9,242103.31455575585,0
73637.75035368509,82579.85097622561,40,2,3,8,0.0,5,178269.45667719247,0
145144.84773250876,0.0,74,3,14,8,0.0,29,39044.372005617835,0
128128.93800676028,0.0,48,3,8,6,204641.79117091454,17,91944.09003112125,0
26244.11082433684,21047.13322485012,72,4,4,4,213227.3602552067,12,33215.28998468176,0
127679.57540412893,0.0,54,3,7,5,165217.15887816236,18,387357.6402598387,0
52333.60864990254,75597.54588993452,34,4,17,4,341760.7076446658,23,84905.44325468413,0
28485.54481129417,23135.222639502055,77,2,4,6,143457.62886710063,20,206533.27174501095,0
28564.670522928245,70224.10386343166,63,2,5,5,382912.0620012624,25,80003.0282771212,0
76426.68426453944,0.0,26,2,18,6,199562.720787934,23,337788.60309660994,0
111683.186847755,0.0,59,1,5,8,0.0,28,415671.2828977724,0
40916.647989992576,77478.64911863304,37,0,19,7,97732.00704113384,4,352905.49645127315,0
109786.9276449189,0.0,65,3,5,8,0.0,13,353213.63739480637,0
21715.205040154535,21645.870597201996,29,4,10,1,915614.3928952513,28,431742.9055952839,0
29784.74373206832,70154.87165650538,51,2,16,8,0.0,13,80830.66512620596,0
101966.24540493658,0.0,33,4,14,7,86504.26914831226,30,241844.92084378,0
135709.31841561449,0.0,20,1,9,4,446639.4969531109,17,76734.00156962662,0
98223.14045073687,0.0,63,2,10,8,0.0,8,393384.11271585576,0
46257.86732219823,33237.328646169066,70,4,19,4,484809.8490332495,3,336103.43257354636,1
99570.91481644135,0.0,45,0,6,6,294083.2434004526,4,293969.19482371263,0
137424.88697622716,0.0,24,1,17,6,131630.62652169744,15,379841.636026811,0
44737.012811558576,30534.1657785792,41,2,2,5,371356.9219497894,9,277457.5563273667,0
55262.793718777866,37461.473560173865,22,0,18,4,275450.4016332465,10,115513.19016132616,1
62052.68093429181,83627.29175750498,75,0,7,4,501838.3613309874,5,412134.1475092123,1
105779.75051599032,0.0,52,4,3,6,132660.1493561146,23,119154.72196914622,0
67059.74944670181,44582.55362304983,67,0,1,7,110557.59989564326,3,305267.6297932687,1
128610.30076183291,0.0,38,0,14,0,1097004.011949622,21,231508.3427609515,0
67949.41906469167,53200.38276425431,77,3,18,3,593761.1322004603,24,50878.56616278797,0
119270.63496984293,0.0,34,2,19,2,764305.9107783424,9,95948.66131168295,0
85586.04209375764,0.0,69,3,14,6,128972.19674268407,3,123532.79123478034,1
137798.96389206953,0.0,63,4,19,2,437817.0621952208,25,5918.114955306531,0
97030.15253300728,0.0,50,2,2,4,537439.2734704145,8,201854.86052577055,0
99622.15178830006,0.0,62,2,11,8,0.0,11,318027.05404652166,0
118512.85456625352,0.0,27,0,2,3,580214.7167363816,6,85457.28039236083,0
85682.74159526783,0.0,55,0,5,3,674490.8784630398,7,75504.63743885039,0
71563.44191276208,15797.409554247832,62,2,18,0,1152274.1813140318,18,356437.94045278995,1
126363.27975053414,0.0,76,4,14,1,555307.6825706774,26,212555.82541316043,1
37477.58951931611,36141.24544571525,39,3,2,4,493826.9517508823,8,275200.14490239555,0
30806.060971521976,79288.31856405149,26,1,16,1,362587.6222436749,13,429538.8934595089,0
79604.38960279987,0.0,68,4,1,3,722530.8851119577,21,251309.49020554405,1
145264.29842739349,0.0,69,1,3,5,308718.1141045657,12,110993.1763958335,1
126271.82810155247,0.0,70,1,10,2,500334.3802021422,20,469975.849384059,0
31543.73473063688,15598.758306794436,46,1,9,2,537714.8920943728,6,67921.08994487133,0
22555.902245520512,52777.271717005046,30,2,1,5,448979.0989579939,21,8303.52718514743,0
117539.68616413255,0.0,49,2,6,2,306439.9178195335,9,169303.79474418904,0
75310.02857352374,0.0,76,2,14,8,0.0,9,42248.43937376815,0
68666.42956780619,27732.434013610902,47,0,12,3,439518.3992967083,25,747.2301655992442,0
24616.874239536555,64779.188571609964,33,1,3,7,125019.52407302141,11,88073.16329598757,0
46327.893862737095,11799.938211305333,20,3,11,3,399765.02986192144,5,275195.137036296,0
87810.32224475637,0.0,46,1,1,6,212386.21289175627,23,156788.66300913086,0
58734.2817365356,35626.1344545255,34,0,11,1,1019139.7493755242,15,287546.6676105605,1
140625.28261044368,0.0,50,3,12,1,416839.89602004795,12,358671.2394957105,0
61130.55312897808,80043.78194561052,68,2,3,8,0.0,20,495924.9064790069,1
60278.178163653174,47169.11723502534,38,3,8,2,629480.437505663,4,183416.8575193949,1
114957.57512971986,0.0,53,2,13,3,701631.8238908001,14,362043.9999681,0
47205.317051164806,46723.03276397338,73,4,19,8,0.0,30,272535.50135365577,0
65550.88256094357,59487.20105361456,35,4,17,3,373451.3082762177,9,189815.7985775646,1
110376.08786570461,0.0,72,1,3,7,107778.75545891626,17,48415.83262620342,0
50654.00465292603,58005.51303514201,39,2,8,0,1186660.6931426283,11,291927.9791709475,1
54924.82434551607,64399.03147939088,38,0,10,8,0.0,3,288978.66205854923,1
46999.219509101444,46884.52724880076,44,4,10,6,115673.69338019502,26,469308.95945491816,0
146975.48705420576,0.0,20,1,17,1,516457.00480201514,18,133587.39123458197,0
85724.96691757618,0.0,27,0,12,7,65639.380208831,20,9998.576330071617,0
118399.74521672475,0.0,54,1,5,1,1036463.4232967335,19,25256.417884298,0
61997.61062940837,69025.65576951922,37,0,8,1,670026.934647671,10,281959.1287995507,1
103580.01838262824,0.0,51,3,2,2,408956.3751043567,21,221684.54864062797,0
31146.211414861325,24611.34598680257,55,3,10,1,443057.9266991038,10,445755.4034581995,0
40150.01296874021,75154.55937065081,45,2,17,2,315195.3324413089,24,204416.3198841885,0
77695.99173608405,0.0,52,4,12,4,501919.7611837954,17,257844.1808831694,0
56029.560185761016,48504.85813924095,51,3,1,0,1102282.709835988,20,314149.9970726568,0
59151.67062658833,54613.13492335891,79,0,13,0,925623.235488316,19,328300.8891189133,1
84871.12239506352,0.0,63,3,13,8,0.0,30,62191.16062986657,0
86628.54704112733,0.0,42,0,17,4,242300.34807839975,27,918.1521801748804,0
104364.57972303386,0.0,53,4,5,7,136265.73910523008,14,109688.26131121679,0
44477.577562337705,49339.52727884766,53,3,14,0,430112.37825478846,27,48499.52253272871,0
129272.62636242168,0.0,41,2,18,3,601103.8198832634,18,290221.55003030656,0
57748.279243579,31478.608237957276,77,1,9,4,539466.4474137916,11,240067.02384889734,0
111688.26915746208,0.0,71,1,5,8,0.0,5,268989.1346586399,1
52715.49529838291,44181.06138805691,75,2,6,7,120276.31802556055,4,391189.2773368818,1
30858.25231329902,30854.68156760888,64,0,15,4,371966.1363363372,16,443393.9129786011,1
119705.00041042172,0.0,80,0,4,6,132240.9844332509,10,133137.59429599004,1
22567.92438951789,33674.181592013476,49,3,1,2,515475.86054630094,20,247102.57939423952,0
53241.04050612655,34264.210717921975,24,4,11,2,655697.1767938781,7,444612.02610438224,0
98452.3905498269,0.0,23,4,14,0,451460.11062867794,17,387120.73904898914,0
101802.97374102876,0.0,68,2,16,7,131678.80751368767,24,94555.68985803719,1
60320.2634325358,32218.658397863917,56,2,20,7,129027.0868889495,13,448419.53854762664,0
39199.793625905084,30127.61697613212,62,4,9,4,474113.18066460214,18,254956.14997352517,0
23451.80450520436,20220.460926318417,72,0,10,1,806846.9688296905,30,390131.64840940706,0
35622.694192808674,39082.595160523364,73,1,14,7,109107.0623060973,19,82184.72602537363,0
54639.4674559672,29767.478051448114,36,0,9,4,345507.11355323275,17,245036.31214151124,1
26311.53360923615,71384.48578632309,42,2,3,2,446639.77734002325,3,406881.02789026813,0
41467.107725086425,12468.794202375304,48,0,12,4,558308.4204274185,7,472388.7364813366,0
72189.26515861215,13783.88866070714,29,2,1,2,682227.0909726649,20,475499.45169141394,0
76910.67597959844,0.0,71,4,2,7,141043.29562795453,15,498112.96564109565,0
137559.9899413604,0.0,65,0,14,7,95422.15442980915,14,309493.2667034366,0
50109.485049978015,76921.23023390544,60,0,1,5,417305.3530699047,30,391974.07340203505,1
137382.9907278255,0.0,58,4,17,6,279589.9506863654,10,45363.98710475997,0
101001.51625649148,0.0,65,3,14,5,326690.7054842058,11,446323.3713555156,0
138891.36218210906,0.0,24,0,14,3,400732.11100046843,18,280987.6379178297,0
96660.01924486141,0.0,46,0,6,6,139246.07236603505,8,419952.55878380727,0
117342.53679248173,0.0,40,2,8,5,332799.65664717864,6,332523.0515393671,0
101361.51488550894,0.0,56,1,12,3,480066.68640711595,27,29077.895121496276,0
83989.43720605,0.0,43,4,16,7,143129.25966676144,9,369509.7319018572,0
36593.982806502725,25856.085392044042,66,3,4,2,873619.7348228,22,282381.392059166,0
49447.957664631984,36953.30368512153,44,1,12,4,231308.6407585599,26,54859.40754703356,0
131679.4595476031,0.0,42,4,6,6,239693.8259036753,5,171455.76201753897,0
125102.1300442437,0.0,49,1,6,8,0.0,17,215563.70417631604,0
64585.82117782685,45850.80144589202,70,4,18,5,208062.6248808084,27,489809.7073008385,1
66784.60979291637,72408.79067381399,40,2,1,6,118558.88933622198,18,378563.83749847027,0
137915.99556079583,0.0,51,0,5,7,97555.26909788945,18,269745.0190083665,0
40121.501734858946,29110.405372741894,67,0,2,0,1099474.8516962386,9,397268.44266856404,1
55104.29432193505,64862.52246781976,61,2,3,7,96872.87210964732,9,317969.70863648603,1
53992.3224304584,37159.735997803735,48,4,8,7,100006.33866907455,23,200179.49242032517,0
83418.88768883306,0.0,27,1,17,4,245004.83425515654,5,8727.431799907648,0
132664.40237737336,0.0,58,2,10,0,509827.34955750033,14,96780.69045404902,0
57402.338159191124,80623.42079274099,52,0,6,3,542486.3676987741,18,361869.1197891941,0
128036.7919187378,0.0,41,2,20,2,520116.743947442,26,119038.05610276252,0
115224.95893158462,0.0,60,0,16,8,0.0,17,78211.3612400705,1
103909.52005346847,0.0,66,0,6,7,77286.2227403028,10,235231.7391510821,1
58483.302420168446,19674.451436744363,25,0,12,6,135334.1742646594,10,274654.36720659636,1
88869.18304699514,0.0,80,2,15,3,308179.014927287,15,430.7347458197275,0
33587.31897916054,44063.0703690538,32,3,8,2,767608.5054713519,21,463315.45247610006,0
58880.33999936716,51769.32842607102,25,2,14,1,713364.2672468069,27,137530.66622115768,1
50764.82910142225,57903.8537150064,31,2,1,8,0.0,3,152364.5812106293,1
54782.71129919285,57597.14685247878,45,3,18,7,84974.96273056364,2,212584.8798163124,0
62075.41161471655,36881.69449972706,38,4,14,1,648539.6983949608,10,172207.20955933345,1
99987.72729358624,0.0,34,1,16,6,174673.01813723598,12,70769.3446900235,0
20501.985946700264,69518.40540498946,30,3,16,3,319734.81553598697,13,406240.16030585166,0
73950.13235197387,26165.644544593815,53,2,16,1,1038159.8514308276,6,44309.90314405897,0
57710.17704250239,58630.17103652022,75,0,5,3,467217.1741398378,8,421515.65763992595,1
62295.77777420183,42667.17564280765,55,4,14,3,611682.3755139121,11,349931.00234635064,0
38690.0924035802,28961.450018904732,45,4,13,6,123468.73371289214,12,331316.47769768,0
42265.06987974023,13785.652639915643,40,2,7,6,271776.2143191847,8,173766.8519800676,0
132433.34320225008,0.0,71,4,11,1,654083.822183688,30,377447.315691315,0
50460.30528825366,47580.52102556166,20,0,14,1,908011.5837538799,16,264758.12451360497,1
115602.66208336661,0.0,32,1,19,4,590176.238861429,15,58525.59352634229,0
55448.607062320494,29551.403555319837,42,0,19,3,455900.48388006946,19,113951.37319733578,0
93744.8549844236,0.0,56,1,12,2,873583.1986797756,21,323245.04046604707,0
28416.718153670132,13041.693642133769,26,2,19,2,327206.6548522777,9,418580.32099127467,0
66530.18104808322,19375.28145753446,56,3,17,6,135022.09180127986,12,83822.40077958914,0
45574.876284981685,60349.72110145321,32,2,3,6,145065.97841311898,30,479253.9670711497,0
116651.84118467727,0.0,59,4,1,3,339717.51624132675,1,369155.2803497609,0
132125.0736172826,0.0,55,4,17,3,365150.83592912694,8,312333.0590963792,0
84000.49388791723,0.0,46,2,3,4,252135.11619519585,7,272449.9501205736,0
31770.32315959077,76126.99054861208,74,4,5,5,363294.83881252515,10,386354.30723262834,1
80156.42079772611,0.0,79,1,17,5,176185.44446575924,7,103427.12750848298,1
51385.08369340199,60141.23957160265,67,4,1,5,205185.41577782686,22,415771.812769082,1
51388.63037612688,36213.93080674767,42,3,9,6,129929.94426847558,29,486964.4136500336,0
98463.33374823154,0.0,20,0,16,3,693077.0537089116,11,135503.06989382365,1
92413.46721443851,0.0,36,4,10,2,483396.97877544,28,464899.02438749664,0
46977.18280567131,35290.76542941948,50,2,18,8,0.0,27,466770.40704050224,0
79220.37001618324,0.0,51,0,6,5,415095.53539358877,3,35932.87193929634,0
62188.15411895823,46079.1992833824,32,0,1,8,0.0,25,198096.05255628304,1
144990.98562018154,0.0,67,4,7,5,194179.66704451488,5,68824.05738630115,0
55635.30921747018,66820.76374146144,54,1,8,6,228610.39187641468,28,214553.29488254388,0
42118.14388252668,11636.674526566636,49,1,13,3,353049.81416112435,6,228166.6962753942,0
86358.0109150772,0.0,66,2,13,7,79846.6504307987,18,441720.8805967005,0
53769.43154279396,84922.54648116927,67,1,19,2,434122.3294521085,6,163017.6657951659,0
97595.41735069644,0.0,67,4,7,5,359044.6892415018,25,387321.7589382123,0
54171.373549634394,27615.65444966988,65,2,11,3,747730.5281708618,10,174797.38226679177,0
66037.08795688368,10056.351388198806,68,1,13,2,871282.644867267,16,392820.08357142727,1
148162.99562851974,0.0,57,4,8,1,502054.1822462943,18,466882.09000049846,0
133957.10287982883,0.0,59,4,13,7,83769.2190140941,26,187690.71695621032,0
43380.64203351056,81841.47928804421,26,3,12,2,851377.2117474056,10,443239.0940630792,0
83316.97120918446,0.0,34,0,1,8,0.0,17,247468.21674126462,1
97990.45931449911,0.0,44,3,15,4,344401.31065873895,29,296165.87960184325,0
77941.49326482581,0.0,32,0,6,6,186996.3132905004,11,246396.90966051654,1
36325.108022913184,71616.67887448125,24,3,4,7,68003.94036070476,26,48552.02747298482,0
99780.42052056002,0.0,21,2,20,4,492861.8240989866,27,15229.121709095516,0
122278.7263301042,0.0,48,2,5,4,556953.5477564414,25,340017.62180336023,0
139142.85499040864,0.0,58,2,4,3,380310.4809971155,15,81819.25223341907,0
42618.999293146,59714.40567462297,49,0,1,0,725762.574797699,29,370989.77321943187,0
75282.40561881111,0.0,44,0,11,2,800179.4807657034,1,112365.11311463598,0
49648.63745508093,36242.4160782206,56,3,4,4,214450.51586158495,15,385507.63199943874,0
41160.68382171898,34056.50606433883,34,0,6,4,273707.4066514503,1,452745.85253146983,0
145051.26239443885,0.0,26,0,7,7,133358.51479536685,18,220704.37177016976,0
143134.48353022023,0.0,61,2,7,0,527736.4928644137,27,473063.28587690234,0
20134.512364065216,58203.25827653028,23,3,19,8,0.0,9,20239.159807107444,0
72791.75343333054,38907.479314161814,59,0,10,6,131642.6512377534,4,83966.16163996907,0
48930.492242461616,48935.69444695928,77,2,13,4,230891.5545260485,8,81018.11388722058,0
119098.43271267043,0.0,79,1,6,4,240253.46032227884,10,103022.20918554105,1
148453.23553304543,0.0,27,3,1,1,671353.9118650871,5,487985.55361581285,0
105109.53356218334,0.0,36,2,20,7,80618.42123056325,26,396676.2812804063,0
